seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr20	3800086	3800295	210	*	X25398	55317	3801171	3805954	4784	+	875	upstream	875	AP5S1
chr20	3826842	3827051	210	*	X25399	57506	3827446	3856770	29325	+	394	upstream	394	MAVS
chr20	3869680	3869829	150	*	X25401	80025	3869486	3904502	35017	+	0	inside	193	PANK2
chr20	4129246	4129299	54	*	X25411	54498	4129426	4168394	38969	+	126	upstream	126	SMOX
chr20	4230701	4230779	79	*	X25414	146	4201278	4229659	28382	-	1041	upstream	1041	ADRA1D
chr20	4665304	4665408	105	*	X25422	5621	4666797	4682234	15438	+	1388	upstream	1388	PRNP
chr20	4804114	4804177	64	*	X25427	9770	4760669	4804291	43623	-	0	inside	113	RASSF2
chr20	5108188	5108292	105	*	X25429	5111	5095599	5107268	11670	-	919	upstream	919	PCNA
chr20	5108398	5108547	150	*	X25430	5111	5095599	5107268	11670	-	1129	upstream	1129	PCNA
chr20	5297316	5297450	135	*	X25432	128674	5282686	5297378	14693	-	0	overlapStart	0	PROKR2
chr20	5731152	5731226	75	*	X25439	149840	5731043	5844559	113517	+	0	inside	108	SHLD1
chr20	5891813	5891962	150	*	X25441	1114	5891974	5906005	14032	+	11	upstream	11	CHGB
chr20	5930843	5930977	135	*	X25442	84515	5931298	5975831	44534	+	320	upstream	320	MCM8
chr20	5930843	5930977	135	*	X25442	51605	5918486	5931173	12688	-	0	inside	195	TRMT6
chr20	5931017	5931120	104	*	X25443	84515	5931298	5975831	44534	+	177	upstream	177	MCM8
chr20	5931017	5931120	104	*	X25443	51605	5918486	5931173	12688	-	0	inside	52	TRMT6
chr20	5931548	5931682	135	*	X25444	84515	5931298	5975831	44534	+	0	inside	249	MCM8
chr20	5931548	5931682	135	*	X25444	51605	5918486	5931173	12688	-	374	upstream	374	TRMT6
chr20	9048863	9048967	105	*	X25452	5332	9049701	9461462	411762	+	733	upstream	733	PLCB4
chr20	9049422	9049751	330	*	X25453	5332	9049701	9461462	411762	+	0	overlapStart	0	PLCB4
chr20	9495289	9495423	135	*	X25461	24141	9495005	9511171	16167	+	0	inside	283	LAMP5
chr20	9819521	9819538	18	*	X25465	57144	9518037	9819687	301651	-	0	inside	148	PAK5
chr20	10197889	10197933	45	*	X25467	6616	10199477	10288066	88590	+	1543	upstream	1543	SNAP25
chr20	10197977	10198081	105	*	X25468	6616	10199477	10288066	88590	+	1395	upstream	1395	SNAP25
chr20	10198129	10198248	120	*	X25469	6616	10199477	10288066	88590	+	1228	upstream	1228	SNAP25
chr20	10199060	10199194	135	*	X25470	6616	10199477	10288066	88590	+	282	upstream	282	SNAP25
chr20	10199329	10199357	29	*	X25471	6616	10199477	10288066	88590	+	119	upstream	119	SNAP25
chr20	10200167	10200376	210	*	X25472	100131208	10004460	10200154	195695	-	12	upstream	12	SNAP25-AS1
chr20	10654775	10654885	111	*	X25488	182	10618332	10654694	36363	-	80	upstream	80	JAG1
chr20	11871228	11871279	52	*	X25500	22903	11871477	11907243	35767	+	197	upstream	197	BTBD3
chr20	11871332	11871377	46	*	X25501	22903	11871477	11907243	35767	+	99	upstream	99	BTBD3
chr20	13619701	13619835	135	*	X25507	55617	13246709	13619583	372875	-	117	upstream	117	TASP1
chr20	13765134	13765253	120	*	X25508	79133	13765672	13799067	33396	+	418	upstream	418	NDUFAF5
chr20	13976255	13976359	105	*	X25509	140733	13976146	16033841	2057696	+	0	inside	108	MACROD2
chr20	13976255	13976359	105	*	X25509	80343	13830044	13975979	145936	-	275	upstream	275	SEL1L2
chr20	16553813	16553947	135	*	X25522	55614	16252749	16554079	301331	-	0	inside	131	KIF16B
chr20	16728437	16728454	18	*	X25523	56914	16729003	16732809	3807	+	548	upstream	548	OTOR
chr20	17549931	17550575	645	*	X25528	11034	17550599	17588652	38054	+	23	upstream	23	DSTN
chr20	17549931	17550575	645	*	X25528	631	17474550	17549865	75316	-	65	upstream	65	BFSP1
chr20	17551194	17551283	90	*	X25529	631	17474550	17549865	75316	-	1328	upstream	1328	BFSP1
chr20	18446681	18446800	120	*	X25537	10621	18448033	18465286	17254	+	1232	upstream	1232	POLR3F
chr20	18447342	18447431	90	*	X25538	10621	18448033	18465286	17254	+	601	upstream	601	POLR3F
chr20	18568557	18568662	106	*	X25541	92675	18568556	18744560	176005	+	0	inside	0	DTD1
chr20	19866717	19866753	37	*	X25546	54453	19867165	19983103	115939	+	411	upstream	411	RIN2
chr20	20693701	20693790	90	*	X25556	57186	20370272	20693266	322995	-	434	upstream	434	RALGAPA2
chr20	21106419	21106448	30	*	X25557	55857	21106624	21227258	120635	+	175	upstream	175	KIZ
chr20	23330258	23330377	120	*	X25561	29107	23331373	23335408	4036	+	995	upstream	995	NXT1
chr20	23330652	23330771	120	*	X25562	29107	23331373	23335408	4036	+	601	upstream	601	NXT1
chr20	23401609	23401968	360	*	X25565	63908	23355156	23402156	47001	-	0	inside	187	NAPB
chr20	23618538	23618619	82	*	X25567	1471	23608534	23618574	10041	-	0	overlapStart	0	CST3
chr20	25228554	25228673	120	*	X25577	5834	25228706	25278648	49943	+	32	upstream	32	PYGB
chr20	25371465	25371489	25	*	X25581	26090	25275379	25371618	96240	-	0	inside	128	ABHD12
chr20	25388546	25388680	135	*	X25582	9837	25388323	25429191	40869	+	0	inside	222	GINS1
chr20	25566265	25566369	105	*	X25586	22981	25433338	25566153	132816	-	111	upstream	111	NINL
chr20	30073799	30073918	120	*	X25592	140875	30073581	30075377	1797	+	0	inside	217	LINC00028
chr20	30134575	30134575	1	*	X25598	100101490	30135185	30136019	835	+	609	upstream	609	MCTS2P
chr20	30160732	30160821	90	*	X25603	100874042	30155510	30161066	5557	-	0	inside	244	HM13-AS1
chr20	30160854	30160943	90	*	X25604	100874042	30155510	30161066	5557	-	0	inside	122	HM13-AS1
chr20	30192812	30192901	90	*	X25606	3397	30193086	30194317	1232	+	184	upstream	184	ID1
chr20	30194331	30194435	105	*	X25607	100422904	30194989	30195043	55	+	553	upstream	553	MIR3193
chr20	30225632	30225751	120	*	X25609	84701	30225691	30232800	7110	+	0	overlapStart	0	COX4I2
chr20	30225926	30226180	255	*	X25610	84701	30225691	30232800	7110	+	0	inside	234	COX4I2
chr20	30310286	30310420	135	*	X25618	598	30252261	30310656	58396	-	0	inside	235	BCL2L1
chr20	30326024	30326083	60	*	X25619	22974	30326904	30389603	62700	+	820	upstream	820	TPX2
chr20	30457567	30457671	105	*	X25628	164395	30458505	30532764	74260	+	833	upstream	833	TTLL9
chr20	30457702	30457791	90	*	X25629	164395	30458505	30532764	74260	+	713	upstream	713	TTLL9
chr20	30458186	30458320	135	*	X25630	164395	30458505	30532764	74260	+	184	upstream	184	TTLL9
chr20	30458186	30458320	135	*	X25630	128853	30435441	30458479	23039	-	0	inside	158	DUSP15
chr20	30539680	30539694	15	*	X25634	81572	30532758	30539883	7126	-	0	inside	188	PDRG1
chr20	30555460	30555609	150	*	X25635	343702	30555805	30586256	30452	+	195	upstream	195	XKR7
chr20	30697176	30697194	19	*	X25637	9777	30697309	30755061	57753	+	114	upstream	114	TM9SF4
chr20	30697585	30697599	15	*	X25638	9777	30697309	30755061	57753	+	0	inside	275	TM9SF4
chr20	30946315	30946374	60	*	X25641	171023	30946147	31027122	80976	+	0	inside	167	ASXL1
chr20	30946392	30946571	180	*	X25642	171023	30946147	31027122	80976	+	0	inside	244	ASXL1
chr20	31331960	31332064	105	*	X25684	149951	31290493	31331814	41322	-	145	upstream	145	COMMD7
chr20	31407723	31408287	565	*	X25687	22919	31407699	31438211	30513	+	0	inside	23	MAPRE1
chr20	32031809	32031862	54	*	X25688	6640	31995763	32031698	35936	-	110	upstream	110	SNTA1
chr20	32032208	32032208	1	*	X25689	6640	31995763	32031698	35936	-	509	upstream	509	SNTA1
chr20	32077888	32077937	50	*	X25690	9139	32077928	32237837	159910	+	0	overlapStart	0	CBFA2T2
chr20	32254022	32254111	90	*	X25694	170487	32254304	32256331	2028	+	192	upstream	192	ACTL10
chr20	32262062	32262181	120	*	X25697	63941	32244893	32262264	17372	-	0	inside	82	NECAB3
chr20	32262577	32262741	165	*	X25698	63941	32244893	32262264	17372	-	312	upstream	312	NECAB3
chr20	32274495	32274516	22	*	X25701	1869	32263292	32274210	10919	-	284	upstream	284	E2F1
chr20	32319282	32319416	135	*	X25704	84905	32319808	32380075	60268	+	391	upstream	391	ZNF341
chr20	32319462	32319611	150	*	X25705	84905	32319808	32380075	60268	+	196	upstream	196	ZNF341
chr20	32320092	32320316	225	*	X25706	84905	32319808	32380075	60268	+	0	inside	283	ZNF341
chr20	32580890	32581189	300	*	X25713	22913	32581458	32670991	89534	+	268	upstream	268	RALY
chr20	32581295	32581399	105	*	X25714	22913	32581458	32670991	89534	+	58	upstream	58	RALY
chr20	32951319	32951453	135	*	X25722	83737	32951041	33099198	148158	+	0	inside	277	ITCH
chr20	33102704	33102823	120	*	X25725	83658	33104204	33128762	24559	+	1380	upstream	1380	DYNLRB1
chr20	33291660	33291764	105	*	X25729	58476	33292148	33301237	9090	+	383	upstream	383	TP53INP2
chr20	33292112	33292246	135	*	X25730	58476	33292148	33301237	9090	+	0	overlapStart	0	TP53INP2
chr20	33292256	33292345	90	*	X25731	58476	33292148	33301237	9090	+	0	inside	107	TP53INP2
chr20	33413464	33413467	4	*	X25738	23054	33302578	33413433	110856	-	30	upstream	30	NCOA6
chr20	33543780	33544034	255	*	X25740	57644	33543704	33590240	46537	+	0	inside	75	MYH7B
chr20	33543780	33544034	255	*	X25740	2937	33516236	33543601	27366	-	178	upstream	178	GSS
chr20	33680287	33680406	120	*	X25742	26133	33590207	33680618	90412	-	0	inside	211	TRPC4AP
chr20	33865655	33865759	105	*	X25754	101410538	33864136	33865960	1825	-	0	inside	200	MMP24OS
chr20	33865655	33865759	105	*	X25754	55741	33703160	33865960	162801	-	0	inside	200	EDEM2
chr20	33865904	33866098	195	*	X25755	101410538	33864136	33865960	1825	-	0	overlapStart	0	MMP24OS
chr20	33865904	33866098	195	*	X25755	55741	33703160	33865960	162801	-	0	overlapStart	0	EDEM2
chr20	33872294	33872503	210	*	X25756	3692	33866709	33872619	5911	-	0	inside	115	EIF6
chr20	33873155	33873274	120	*	X25757	3692	33866709	33872619	5911	-	535	upstream	535	EIF6
chr20	34026426	34026485	60	*	X25764	8200	33897002	34026027	129026	-	398	upstream	398	GDF5
chr20	34042901	34043035	135	*	X25765	11190	34042996	34099803	56808	+	0	overlapStart	0	CEP250
chr20	34043051	34043155	105	*	X25766	11190	34042996	34099803	56808	+	0	inside	54	CEP250
chr20	34043269	34043403	135	*	X25767	11190	34042996	34099803	56808	+	0	inside	272	CEP250
chr20	34330918	34331022	105	*	X25779	9584	34291531	34330258	38728	-	659	upstream	659	RBM39
chr20	34359805	34359853	49	*	X25780	51230	34359923	34538288	178366	+	69	upstream	69	PHF20
chr20	34359926	34359999	74	*	X25781	51230	34359923	34538288	178366	+	0	inside	2	PHF20
chr20	34638959	34639093	135	*	X25785	647979	34633540	34638882	5343	-	76	upstream	76	NORAD
chr20	35201149	35201153	5	*	X25807	60436	35201876	35222355	20480	+	722	upstream	722	TGIF2
chr20	35201149	35201153	5	*	X25807	100527943	35202957	35240960	38004	+	1803	upstream	1803	TGIF2-RAB5IF
chr20	35202055	35202068	14	*	X25808	60436	35201876	35222355	20480	+	0	inside	178	TGIF2
chr20	35202055	35202068	14	*	X25808	100527943	35202957	35240960	38004	+	888	upstream	888	TGIF2-RAB5IF
chr20	35202144	35202398	255	*	X25809	60436	35201876	35222355	20480	+	0	inside	267	TGIF2
chr20	35202144	35202398	255	*	X25809	100527943	35202957	35240960	38004	+	558	upstream	558	TGIF2-RAB5IF
chr20	35202804	35202823	20	*	X25810	100527943	35202957	35240960	38004	+	133	upstream	133	TGIF2-RAB5IF
chr20	35202900	35202908	9	*	X25811	100527943	35202957	35240960	38004	+	48	upstream	48	TGIF2-RAB5IF
chr20	35374262	35374396	135	*	X25814	57446	35280169	35374541	94373	-	0	inside	144	NDRG3
chr20	35402788	35402922	135	*	X25815	79980	35380194	35402230	22037	-	557	upstream	557	DSN1
chr20	35724111	35724185	75	*	X25825	5933	35626178	35724410	98233	-	0	inside	224	RBL1
chr20	35971479	35971568	90	*	X25836	6714	35973088	36033821	60734	+	1519	upstream	1519	SRC
chr20	36156656	36156850	195	*	X25867	10904	36145819	36156333	10515	-	322	upstream	322	BLCAP
chr20	36322176	36322233	58	*	X25872	56259	36322434	36500520	178087	+	200	upstream	200	CTNNBL1
chr20	36662142	36662231	90	*	X25881	58490	36661948	36720766	58819	+	0	inside	193	RPRD1B
chr20	36662142	36662231	90	*	X25881	9675	36611423	36661833	50411	-	308	upstream	308	TTI1
chr20	36662397	36662546	150	*	X25882	9675	36611423	36661833	50411	-	563	upstream	563	TTI1
chr20	37208355	37208469	115	*	X25914	149685	37209838	37217104	7267	+	1368	upstream	1368	ADIG
chr20	37376806	37376910	105	*	X25917	79913	37377097	37401089	23993	+	186	upstream	186	ACTR5
chr20	37377061	37377180	120	*	X25918	79913	37377097	37401089	23993	+	0	overlapStart	0	ACTR5
chr20	37434078	37434197	120	*	X25920	26051	37434348	37551667	117320	+	150	upstream	150	PPP1R16B
chr20	39317549	39317593	45	*	X25931	9935	39314517	39317876	3360	-	0	inside	282	MAFB
chr20	39317714	39317829	116	*	X25932	9935	39314517	39317876	3360	-	0	inside	46	MAFB
chr20	39318103	39318246	144	*	X25933	9935	39314517	39317876	3360	-	226	upstream	226	MAFB
chr20	39765918	39766202	285	*	X25938	5335	39766161	39804357	38197	+	0	overlapStart	0	PLCG1
chr20	40247514	40247618	105	*	X25946	84181	40031170	40247133	215964	-	380	upstream	380	CHD6
chr20	42219139	42219258	120	*	X25955	51098	42219579	42275862	56284	+	320	upstream	320	IFT52
chr20	42816540	42816644	105	*	X25970	57158	42740337	42816218	75882	-	321	upstream	321	JPH2
chr20	42839037	42839261	225	*	X25971	100505783	42839600	42854667	15068	+	338	upstream	338	OSER1-DT
chr20	42839037	42839261	225	*	X25971	51526	42824581	42839546	14966	-	0	inside	284	OSER1
chr20	42839400	42839564	165	*	X25972	100505783	42839600	42854667	15068	+	35	upstream	35	OSER1-DT
chr20	42839400	42839564	165	*	X25972	51526	42824581	42839546	14966	-	0	overlapStart	0	OSER1
chr20	42964961	42965002	42	*	X25974	140902	42965798	42979432	13635	+	795	upstream	795	R3HDML
chr20	43280779	43280943	165	*	X25981	100	43248163	43280376	32214	-	402	upstream	402	ADA
chr20	43438698	43438892	195	*	X25995	140730	43380445	43438979	58535	-	0	inside	86	RIMS4
chr20	43439058	43439111	54	*	X25996	140730	43380445	43438979	58535	-	78	upstream	78	RIMS4
chr20	43439329	43439448	120	*	X25997	140730	43380445	43438979	58535	-	349	upstream	349	RIMS4
chr20	43439569	43439673	105	*	X25998	140730	43380445	43438979	58535	-	589	upstream	589	RIMS4
chr20	43514022	43514065	44	*	X25999	7529	43514344	43537161	22818	+	278	upstream	278	YWHAB
chr20	43514593	43514652	60	*	X26000	7529	43514344	43537161	22818	+	0	inside	248	YWHAB
chr20	43538680	43538766	87	*	X26002	80336	43538703	43587799	49097	+	0	overlapStart	0	PABPC1L
chr20	43588714	43588878	165	*	X26004	10953	43570771	43589114	18344	-	0	inside	235	TOMM34
chr20	43590205	43590309	105	*	X26005	10953	43570771	43589114	18344	-	1090	upstream	1090	TOMM34
chr20	43595344	43595478	135	*	X26006	6789	43595120	43708593	113474	+	0	inside	223	STK4
chr20	43595344	43595478	135	*	X26006	100505826	43592440	43595099	2660	-	244	upstream	244	STK4-AS1
chr20	43595659	43595868	210	*	X26007	100505826	43592440	43595099	2660	-	559	upstream	559	STK4-AS1
chr20	43976773	43976922	150	*	X26020	6385	43953929	43977064	23136	-	0	inside	141	SDC4
chr20	43977043	43977062	20	*	X26021	6385	43953929	43977064	23136	-	0	inside	1	SDC4
chr20	43977202	43977231	30	*	X26022	6385	43953929	43977064	23136	-	137	upstream	137	SDC4
chr20	43988857	43988961	105	*	X26024	90196	43990577	44005442	14866	+	1615	upstream	1615	SYS1
chr20	44441298	44441347	50	*	X26029	11065	44441255	44445596	4342	+	0	inside	42	UBE2C
chr20	44462253	44462327	75	*	X26030	90203	44462470	44471914	9445	+	142	upstream	142	SNX21
chr20	44462373	44462597	225	*	X26031	90203	44462470	44471914	9445	+	0	overlapStart	0	SNX21
chr20	44462703	44462807	105	*	X26032	90203	44462470	44471914	9445	+	0	inside	232	SNX21
chr20	44561866	44561914	49	*	X26037	63935	44563317	44576662	13346	+	1402	upstream	1402	PCIF1
chr20	44562920	44563024	105	*	X26038	63935	44563317	44576662	13346	+	292	upstream	292	PCIF1
chr20	44650266	44650400	135	*	X26040	57468	44650329	44688789	38461	+	0	overlapStart	0	SLC12A5
chr20	44718739	44718828	90	*	X26044	57727	44689626	44718580	28955	-	158	upstream	158	NCOA5
chr20	44993141	44993245	105	*	X26060	51006	44978177	44993064	14888	-	76	upstream	76	SLC35C2
chr20	45318707	45318826	120	*	X26064	112858	45313004	45318276	5273	-	430	upstream	430	TP53RK
chr20	45338085	45338399	315	*	X26065	81031	45338279	45364985	26707	+	0	overlapStart	0	SLC2A10
chr20	45946057	45946161	105	*	X26074	100131496	45947246	45949498	2253	+	1084	upstream	1084	LOC100131496
chr20	46129511	46129585	75	*	X26082	8202	46130601	46285621	155021	+	1015	upstream	1015	NCOA3
chr20	46130801	46130860	60	*	X26083	8202	46130601	46285621	155021	+	0	inside	199	NCOA3
chr20	47537670	47537759	90	*	X26101	10564	47538275	47653230	114956	+	515	upstream	515	ARFGEF2
chr20	47537985	47538119	135	*	X26102	10564	47538275	47653230	114956	+	155	upstream	155	ARFGEF2
chr20	47538480	47538614	135	*	X26103	10564	47538275	47653230	114956	+	0	inside	204	ARFGEF2
chr20	47662762	47662821	60	*	X26105	1434	47662783	47713497	50715	+	0	overlapStart	0	CSE1L
chr20	47893856	47894635	780	*	X26109	441951	47894715	47905795	11081	+	79	upstream	79	ZFAS1
chr20	47893856	47894635	780	*	X26109	26765	47895482	47895560	79	+	846	upstream	846	SNORD12C
chr20	47893856	47894635	780	*	X26109	57169	47862439	47894756	32318	-	0	inside	120	ZNFX1
chr20	48100315	48100433	119	*	X26115	3745	47988505	48100490	111986	-	0	inside	56	KCNB1
chr20	48428692	48428826	135	*	X26127	23315	48429250	48508779	79530	+	423	upstream	423	SLC9A8
chr20	48553140	48553214	75	*	X26131	55905	48552914	48570422	17509	+	0	inside	225	RNF114
chr20	48807034	48807070	37	*	X26165	1051	48807120	48809227	2108	+	49	upstream	49	CEBPB
chr20	48807116	48807235	120	*	X26166	1051	48807120	48809227	2108	+	0	overlapStart	0	CEBPB
chr20	49547437	49547496	60	*	X26201	23394	49506883	49547527	40645	-	0	inside	30	ADNP
chr20	49547767	49547961	195	*	X26202	23394	49506883	49547527	40645	-	239	upstream	239	ADNP
chr20	49547983	49548147	165	*	X26203	23394	49506883	49547527	40645	-	455	upstream	455	ADNP
chr20	49548397	49548486	90	*	X26204	23394	49506883	49547527	40645	-	869	upstream	869	ADNP
chr20	49639849	49639938	90	*	X26208	3755	49620193	49639675	19483	-	173	upstream	173	KCNG1
chr20	50179655	50179729	75	*	X26225	4773	50003494	50179370	175877	-	284	upstream	284	NFATC2
chr20	50180406	50180510	105	*	X26226	4773	50003494	50179370	175877	-	1035	upstream	1035	NFATC2
chr20	50180586	50180720	135	*	X26227	4773	50003494	50179370	175877	-	1215	upstream	1215	NFATC2
chr20	50384624	50384743	120	*	X26234	10079	50213314	50384908	171595	-	0	inside	164	ATP9A
chr20	51588768	51588797	30	*	X26238	128553	51588946	52111869	522924	+	148	upstream	148	TSHZ2
chr20	51589239	51589388	150	*	X26239	128553	51588946	52111869	522924	+	0	inside	292	TSHZ2
chr20	52210518	52210652	135	*	X26250	7764	52183610	52210801	27192	-	0	inside	148	ZNF217
chr20	53091779	53092093	315	*	X26272	55816	53092266	53267710	175445	+	172	upstream	172	DOK5
chr20	53092096	53092140	45	*	X26273	55816	53092266	53267710	175445	+	125	upstream	125	DOK5
chr20	54934123	54934287	165	*	X26281	116151	54933983	54943718	9736	+	0	inside	139	FAM210B
chr20	54966718	54966972	255	*	X26282	1477	54967427	54979582	12156	+	454	upstream	454	CSTF1
chr20	54967093	54967167	75	*	X26283	1477	54967427	54979582	12156	+	259	upstream	259	CSTF1
chr20	54967093	54967167	75	*	X26283	6790	54944445	54967351	22907	-	0	inside	183	AURKA
chr20	54968691	54968795	105	*	X26284	6790	54944445	54967351	22907	-	1339	upstream	1339	AURKA
chr20	56288012	56288116	105	*	X26309	56937	56223448	56286592	63145	-	1419	upstream	1419	PMEPA1
chr20	56883829	56884143	315	*	X26334	57403	56884771	56942563	57793	+	627	upstream	627	RAB22A
chr20	56884378	56884518	141	*	X26335	57403	56884771	56942563	57793	+	252	upstream	252	RAB22A
chr20	56884378	56884518	141	*	X26335	55370	56806188	56884495	78308	-	0	overlapStart	0	PPP4R1L
chr20	56885074	56885328	255	*	X26336	55370	56806188	56884495	78308	-	578	upstream	578	PPP4R1L
chr20	56964209	56964226	18	*	X26337	9217	56964175	57026156	61982	+	0	inside	33	VAPB
chr20	56964242	56964406	165	*	X26338	9217	56964175	57026156	61982	+	0	inside	66	VAPB
chr20	57224492	57224656	165	*	X26354	8675	57226309	57254582	28274	+	1652	upstream	1652	STX16
chr20	58508832	58508860	29	*	X26384	63939	58508819	58523702	14884	+	0	inside	12	FAM217B
chr20	58508832	58508860	29	*	X26384	10388	58438618	58507209	68592	-	1622	upstream	1622	SYCP2
chr20	58515906	58515980	75	*	X26386	5509	58511887	58515352	3466	-	553	upstream	553	PPP1R3D
chr20	60641141	60641351	211	*	X26390	6874	60549854	60640866	91013	-	274	upstream	274	TAF4
chr20	60641397	60641591	195	*	X26391	6874	60549854	60640866	91013	-	530	upstream	530	TAF4
chr20	60697778	60698002	225	*	X26392	149986	60697517	60710434	12918	+	0	inside	260	LSM14B
chr20	60717303	60717407	105	*	X26393	26039	60718822	60757566	38745	+	1414	upstream	1414	SS18L1
chr20	60718563	60718682	120	*	X26394	26039	60718822	60757566	38745	+	139	upstream	139	SS18L1
chr20	60718563	60718682	120	*	X26394	5688	60711783	60718514	6732	-	48	upstream	48	PSMA7
chr20	60718718	60718777	60	*	X26395	26039	60718822	60757566	38745	+	44	upstream	44	SS18L1
chr20	60718718	60718777	60	*	X26395	5688	60711783	60718514	6732	-	203	upstream	203	PSMA7
chr20	60719193	60719282	90	*	X26396	5688	60711783	60718514	6732	-	678	upstream	678	PSMA7
chr20	60877093	60877542	450	*	X26401	11047	60878027	60883918	5892	+	484	upstream	484	ADRM1
chr20	60878155	60878364	210	*	X26402	11047	60878027	60883918	5892	+	0	inside	127	ADRM1
chr20	60942519	60942582	64	*	X26411	3911	60884121	60942368	58248	-	150	upstream	150	LAMA5
chr20	60943438	60943572	135	*	X26412	3911	60884121	60942368	58248	-	1069	upstream	1069	LAMA5
chr20	60943738	60943842	105	*	X26413	3911	60884121	60942368	58248	-	1369	upstream	1369	LAMA5
chr20	60943993	60944157	165	*	X26414	3911	60884121	60942368	58248	-	1624	upstream	1624	LAMA5
chr20	60962218	60962367	150	*	X26420	6227	60962121	60963576	1456	+	0	inside	96	RPS21
chr20	61273995	61274114	120	*	X26423	28231	61273797	61303647	29851	+	0	inside	197	SLCO4A1
chr20	61426430	61426594	165	*	X26428	55257	61427805	61431945	4141	+	1210	upstream	1210	MRGBP
chr20	61428035	61428091	57	*	X26429	55257	61427805	61431945	4141	+	0	inside	229	MRGBP
chr20	61435882	61435995	114	*	X26431	11054	61436177	61445352	9176	+	181	upstream	181	OGFR
chr20	61436181	61436181	1	*	X26432	11054	61436177	61445352	9176	+	0	inside	3	OGFR
chr20	61437176	61437295	120	*	X26433	101409261	61431979	61436939	4961	-	236	upstream	236	OGFR-AS1
chr20	61568994	61569113	120	*	X26445	54994	61569441	61579827	10387	+	327	upstream	327	GID8
chr20	61568994	61569113	120	*	X26445	11083	61509090	61569304	60215	-	0	inside	190	DIDO1
chr20	61903786	61903925	140	*	X26446	55738	61904165	61921142	16978	+	239	upstream	239	ARFGAP1
chr20	61904166	61904555	390	*	X26447	55738	61904165	61921142	16978	+	0	inside	0	ARFGAP1
chr20	62103839	62103913	75	*	X26474	3785	62037542	62103993	66452	-	0	inside	79	KCNQ2
chr20	62104595	62104684	90	*	X26475	3785	62037542	62103993	66452	-	601	upstream	601	KCNQ2
chr20	62104820	62104863	44	*	X26476	3785	62037542	62103993	66452	-	826	upstream	826	KCNQ2
chr20	62130725	62130991	267	*	X26484	1917	62119365	62130668	11304	-	56	upstream	56	EEF1A2
chr20	62130527	62130637	111	*	X26485	1917	62119365	62130668	11304	-	0	inside	30	EEF1A2
chr20	62131162	62131296	135	*	X26486	1917	62119365	62130668	11304	-	493	upstream	493	EEF1A2
chr20	62131432	62131481	50	*	X26487	1917	62119365	62130668	11304	-	763	upstream	763	EEF1A2
chr20	62151994	62152113	120	*	X26491	79144	62152133	62153524	1392	+	19	upstream	19	PPDPF
chr20	62152354	62152503	150	*	X26492	79144	62152133	62153524	1392	+	0	inside	220	PPDPF
chr20	62168941	62169030	90	*	X26496	5753	62159776	62168723	8948	-	217	upstream	217	PTK6
chr20	62205382	62205414	33	*	X26499	85441	62189439	62205592	16154	-	0	inside	177	HELZ2
chr20	62205678	62205689	12	*	X26500	85441	62189439	62205592	16154	-	85	upstream	85	HELZ2
chr20	62258890	62259001	112	*	X26501	26205	62218955	62258381	39427	-	508	upstream	508	GMEB2
chr20	62259456	62259474	19	*	X26502	26205	62218955	62258381	39427	-	1074	upstream	1074	GMEB2
chr20	62284774	62284823	50	*	X26505	50861	62271058	62284963	13906	-	0	inside	139	STMN3
chr20	62284943	62284953	11	*	X26506	50861	62271058	62284963	13906	-	0	inside	9	STMN3
chr20	62284974	62285258	285	*	X26507	50861	62271058	62284963	13906	-	10	upstream	10	STMN3
chr20	62338446	62338640	195	*	X26511	84619	62338794	62370460	31667	+	153	upstream	153	ZGPAT
chr20	62339603	62339767	165	*	X26512	10139	62329995	62339365	9371	-	237	upstream	237	ARFRP1
chr20	62370466	62370540	75	*	X26513	56731	62371211	62375403	4193	+	670	upstream	670	SLC2A4RG
chr20	62371151	62371245	95	*	X26514	56731	62371211	62375403	4193	+	0	overlapStart	0	SLC2A4RG
chr20	62490672	62490791	120	*	X26522	140701	62492566	62494341	1776	+	1774	upstream	1774	ABHD16B
chr20	62589020	62589244	225	*	X26526	54963	62571182	62587800	16619	-	1219	upstream	1219	UCKL1
chr20	62589532	62589662	131	*	X26527	54963	62571182	62587800	16619	-	1731	upstream	1731	UCKL1
chr20	62600921	62600934	14	*	X26528	57473	62588057	62601223	13167	-	0	inside	288	ZNF512B
chr20	62601413	62601506	94	*	X26529	57473	62588057	62601223	13167	-	189	upstream	189	ZNF512B
chr20	62610417	62610716	300	*	X26531	24148	62612431	62664453	52023	+	1714	upstream	1714	PRPF6
chr20	62612097	62612261	165	*	X26532	24148	62612431	62664453	52023	+	169	upstream	169	PRPF6
chr20	62612097	62612261	165	*	X26532	140700	62605466	62611362	5897	-	734	upstream	734	SAMD10
chr20	62612922	62612942	21	*	X26533	140700	62605466	62611362	5897	-	1559	upstream	1559	SAMD10
chr20	62711788	62711845	58	*	X26536	10287	62704535	62711324	6790	-	463	upstream	463	RGS19
chr20	62887212	62887346	135	*	X26549	55251	62887048	62907579	20532	+	0	inside	163	PCMTD2
chr21	15755173	15755277	105	*	X26553	6782	15743437	15755509	12073	-	0	inside	231	HSPA13
chr21	17442917	17443021	105	*	X26554	388815	17442842	17982094	539253	+	0	inside	74	MIR99AHG
